AccVers;Title;Identity;Length;Mismatches;Gap Opens;Query Start;Query End;Subject Start;Subject End;E-value;Bitscore;Blast Query
XP_011821861.1;PREDICTED: E3 ubiquitin-protein ligase TRIM38 [Mandrillus leucophaeus];35.282;496;255;14;9;480;10;463;3.95e-76;"253
";TRIM34
XP_035888699.1;E3 ubiquitin-protein ligase TRIM58 isoform X1 [Phyllostomus discolor];32.535;501;269;12;9;472;10;478;4.38e-76;"254
";TRIM34
XP_037374864.1;E3 ubiquitin-protein ligase TRIM38-like isoform X1 [Talpa occidentalis];34.845;485;267;10;1;472;1;449;5.83e-76;"252
";TRIM34
XP_012634025.1;E3 ubiquitin-protein ligase TRIM11 isoform X4 [Microcebus murinus];34.476;496;276;12;2;488;3;458;5.92e-76;"252
";TRIM34
XP_037008900.1;E3 ubiquitin-protein ligase TRIM38 isoform X3 [Artibeus jamaicensis];33.333;492;279;12;8;488;79;532;6.47e-76;"254
";TRIM34
XP_005553911.2;E3 ubiquitin-protein ligase TRIM38 [Macaca fascicularis];35.282;496;255;14;9;480;10;463;6.73e-76;"252
";TRIM34
XP_013365590.1;PREDICTED: E3 ubiquitin-protein ligase TRIM58 isoform X2 [Chinchilla lanigera];35.152;495;270;14;1;481;1;458;6.97e-76;"252
";TRIM34
XP_003804601.1;E3 ubiquitin-protein ligase TRIM38 [Pan paniscus];34.350;492;273;11;9;487;10;464;7.25e-76;"252
";TRIM34
XP_003950785.1;E3 ubiquitin-protein ligase TRIM38 [Pan troglodytes];34.350;492;273;11;9;487;10;464;7.41e-76;"252
";TRIM34
XP_019488745.1;PREDICTED: E3 ubiquitin-protein ligase TRIM38-like isoform X1 [Hipposideros armiger];35.684;468;264;11;9;472;10;444;7.64e-76;"251
";TRIM34
XP_027462277.1;E3 ubiquitin-protein ligase TRIM58 isoform X1 [Zalophus californianus];32.755;519;263;12;9;472;10;497;7.74e-76;"254
";TRIM34
XP_033072337.1;E3 ubiquitin-protein ligase TRIM38 [Trachypithecus francoisi];35.223;494;258;12;9;480;10;463;7.89e-76;"252
";TRIM34
XP_005553911.1;PREDICTED: E3 ubiquitin-protein ligase TRIM38 [Macaca fascicularis];35.282;496;255;14;9;480;10;463;8.06e-76;"252
";TRIM34
XP_003897200.1;E3 ubiquitin-protein ligase TRIM38 [Papio anubis];35.282;496;255;14;9;480;13;466;8.55e-76;"252
";TRIM34
XP_028688646.1;E3 ubiquitin-protein ligase TRIM68 isoform X1 [Macaca mulatta];32.992;488;265;9;9;484;10;447;8.75e-76;"251
";TRIM34
XP_025239916.1;E3 ubiquitin-protein ligase TRIM38 [Theropithecus gelada];35.282;496;255;14;9;480;13;466;8.92e-76;"252
";TRIM34
XP_031240763.1;E3 ubiquitin-protein ligase TRIM21, partial [Mastomys coucha];38.025;405;216;6;11;408;8;384;9.86e-76;"249
";TRIM34
XP_004621832.1;PREDICTED: E3 ubiquitin-protein ligase TRIM38-like [Sorex araneus];34.447;479;270;10;2;472;3;445;1.00e-75;"251
";TRIM34
XP_042089066.1;E3 ubiquitin-protein ligase TRIM22-like isoform X5 [Ovis aries];50.607;247;114;2;250;488;37;283;1.02e-75;"246
";TRIM34
XP_008250027.1;PREDICTED: E3 ubiquitin-protein ligase TRIM58 isoform X2 [Oryctolagus cuniculus];36.383;481;264;14;1;472;1;448;1.22e-75;"251
";TRIM34
XP_037008899.1;E3 ubiquitin-protein ligase TRIM38 isoform X2 [Artibeus jamaicensis];33.198;491;279;11;9;488;120;572;1.25e-75;"254
";TRIM34
XP_036199251.1;E3 ubiquitin-protein ligase TRIM38-like [Myotis myotis];33.962;477;271;11;8;473;9;452;1.38e-75;"251
";TRIM34
XP_037376939.1;E3 ubiquitin-protein ligase TRIM38-like [Talpa occidentalis];34.746;472;269;10;9;473;8;447;1.45e-75;"251
";TRIM34
NP_006346.1;E3 ubiquitin-protein ligase TRIM38 [Homo sapiens];34.146;492;274;11;9;487;10;464;1.50e-75;"251
";TRIM34
XP_027950770.1;E3 ubiquitin-protein ligase TRIM11 isoform X2 [Eumetopias jubatus];33.131;495;276;13;2;484;3;454;1.81e-75;"251
";TRIM34
XP_003803248.1;E3 ubiquitin-protein ligase TRIM11 [Otolemur garnettii];35.163;492;271;11;2;484;3;455;1.86e-75;"251
";TRIM34
XP_011370222.1;E3 ubiquitin-protein ligase TRIM58 isoform X2 [Pteropus vampyrus];33.264;484;251;11;9;485;10;428;1.94e-75;"250
";TRIM34
XP_037008898.1;E3 ubiquitin-protein ligase TRIM38 isoform X1 [Artibeus jamaicensis];33.061;490;283;10;8;488;122;575;2.06e-75;"254
";TRIM34
XP_014991208.2;E3 ubiquitin-protein ligase TRIM38 [Macaca mulatta];35.081;496;256;14;9;480;10;463;2.41e-75;"250
";TRIM34
XP_003468829.1;E3 ubiquitin-protein ligase TRIM38 isoform X3 [Cavia porcellus];33.932;501;274;10;1;485;1;460;2.86e-75;"250
";TRIM34
XP_021116173.1;E3 ubiquitin-protein ligase TRIM38 [Heterocephalus glaber];33.809;491;280;12;5;485;6;461;2.95e-75;"252
";TRIM34
XP_039723249.1;E3 ubiquitin-protein ligase TRIM38 [Pteropus giganteus];34.012;491;274;12;9;486;10;463;3.15e-75;"250
";TRIM34
XP_012618583.1;LOW QUALITY PROTEIN: E3 ubiquitin-protein ligase TRIM58 [Microcebus murinus];33.970;471;273;8;9;472;10;449;3.41e-75;"251
";TRIM34
XP_036893640.1;tripartite motif-containing protein 5-like [Sturnira hondurensis];53.875;271;107;3;1;271;8;260;3.43e-75;"244
";TRIM34
XP_034378292.1;tripartite motif-containing protein 30A-like isoform X3 [Arvicanthis niloticus];44.330;291;129;2;1;291;1;258;4.50e-75;"243
";TRIM34
XP_006923551.1;E3 ubiquitin-protein ligase TRIM38 [Pteropus alecto];34.216;491;273;12;9;486;10;463;5.24e-75;"250
";TRIM34
XP_039320263.1;LOW QUALITY PROTEIN: E3 ubiquitin-protein ligase TRIM11 [Saimiri boliviensis boliviensis];34.677;496;276;11;2;488;3;459;5.74e-75;"249
";TRIM34
XP_027263704.1;tripartite motif-containing protein 12A isoform X8 [Cricetulus griseus];47.012;251;132;1;1;251;1;250;6.26e-75;"244
";TRIM34
XP_012590366.1;PREDICTED: E3 ubiquitin-protein ligase TRIM38-like isoform X1 [Condylura cristata];33.947;489;276;10;9;486;139;591;7.16e-75;"253
";TRIM34
XP_010842950.1;PREDICTED: LOW QUALITY PROTEIN: tripartite motif-containing protein 5-like, partial [Bison bison bison];47.619;273;131;2;28;295;1;266;7.27e-75;"243
";TRIM34
XP_027778227.1;E3 ubiquitin-protein ligase TRIM11 [Marmota flaviventris];34.350;492;275;11;2;484;3;455;7.82e-75;"249
";TRIM34
XP_044785377.1;tripartite motif-containing protein 6 isoform X2 [Bubalus bubalis];51.210;248;112;2;250;488;172;419;8.07e-75;"248
";TRIM34
XP_044785377.1;tripartite motif-containing protein 6 isoform X2 [Bubalus bubalis];64.740;173;60;1;1;173;1;172;3.48e-60;"209
";TRIM34
XP_036309009.1;E3 ubiquitin-protein ligase TRIM38 isoform X1 [Pipistrellus kuhlii];32.245;490;283;8;8;480;9;466;8.07e-75;"249
";TRIM34
XP_004670967.2;E3 ubiquitin-protein ligase TRIM38 [Jaculus jaculus];33.671;493;278;14;11;488;12;470;8.28e-75;"249
";TRIM34
XP_010363239.1;E3 ubiquitin-protein ligase TRIM38 [Rhinopithecus roxellana];35.282;496;255;14;9;480;10;463;8.38e-75;"249
";TRIM34
XP_005403378.1;PREDICTED: E3 ubiquitin-protein ligase TRIM38-like [Chinchilla lanigera];33.817;482;268;11;9;475;10;455;8.65e-75;"249
";TRIM34
XP_042089063.1;tripartite motif-containing protein 5-like isoform X2 [Ovis aries];50.607;247;114;2;250;488;172;418;8.82e-75;"248
";TRIM34
XP_042089063.1;tripartite motif-containing protein 5-like isoform X2 [Ovis aries];65.896;173;58;1;1;173;1;172;2.05e-61;"213
";TRIM34
XP_027263703.1;tripartite motif-containing protein 12A isoform X7 [Cricetulus griseus];47.012;251;132;1;1;251;1;250;9.55e-75;"244
";TRIM34
XP_011815876.1;PREDICTED: E3 ubiquitin-protein ligase TRIM11 isoform X2 [Colobus angolensis palliatus];35.130;501;274;11;2;488;3;466;1.15e-74;"249
";TRIM34
XP_032098066.1;E3 ubiquitin-protein ligase TRIM11 [Sapajus apella];34.476;496;277;11;2;488;3;459;1.21e-74;"249
";TRIM34
XP_017704674.1;PREDICTED: E3 ubiquitin-protein ligase TRIM38 [Rhinopithecus bieti];35.282;496;255;14;9;480;10;463;1.28e-74;"249
";TRIM34
XP_017167723.1;tripartite motif-containing 5 isoform X3 [Mus musculus];47.471;257;134;1;1;257;1;256;1.76e-74;"241
";TRIM34
XP_017387521.1;E3 ubiquitin-protein ligase TRIM11 [Cebus imitator];34.476;496;277;11;2;488;3;459;1.83e-74;"248
";TRIM34
XP_007093507.1;PREDICTED: E3 ubiquitin-protein ligase TRIM11-like isoform X3 [Panthera tigris altaica];33.400;497;280;11;2;484;3;462;1.98e-74;"248
";TRIM34
XP_023398149.1;LOW QUALITY PROTEIN: E3 ubiquitin-protein ligase TRIM21-like [Loxodonta africana];40.496;363;195;5;3;364;45;387;2.01e-74;"246
";TRIM34
XP_020008767.1;E3 ubiquitin-protein ligase TRIM38-like [Castor canadensis];33.056;481;276;10;8;475;9;456;2.19e-74;"248
";TRIM34
XP_023396365.1;tripartite motif-containing protein 6 isoform X3 [Loxodonta africana];46.885;305;141;6;191;488;161;451;3.13e-74;"247
";TRIM34
XP_023396365.1;tripartite motif-containing protein 6 isoform X3 [Loxodonta africana];60.694;173;68;0;1;173;41;213;2.76e-62;"216
";TRIM34
XP_013006880.1;E3 ubiquitin-protein ligase TRIM38 isoform X2 [Cavia porcellus];33.932;501;274;10;1;485;1;460;3.27e-74;"249
";TRIM34
XP_032750975.1;LOW QUALITY PROTEIN: tripartite motif-containing protein 30A-like [Rattus rattus];50.000;250;124;1;1;250;1;249;3.29e-74;"241
";TRIM34
XP_041584077.1;E3 ubiquitin-protein ligase TRIM58 [Vulpes lagopus];34.021;485;249;14;9;485;10;431;3.32e-74;"247
";TRIM34
XP_023065487.1;E3 ubiquitin-protein ligase TRIM38 [Piliocolobus tephrosceles];35.282;496;255;14;9;480;10;463;3.67e-74;"247
";TRIM34
XP_037679195.1;E3 ubiquitin-protein ligase TRIM11 [Choloepus didactylus];34.756;492;273;11;2;484;3;455;3.96e-74;"247
";TRIM34
XP_004648584.1;E3 ubiquitin-protein ligase TRIM58 [Octodon degus];34.677;496;272;15;1;479;1;461;4.85e-74;"248
";TRIM34
XP_004695745.1;PREDICTED: E3 ubiquitin-protein ligase TRIM38 [Condylura cristata];32.860;493;280;12;2;480;6;461;5.11e-74;"247
";TRIM34
XP_034374166.1;tripartite motif-containing protein 30A-like isoform X2 [Arvicanthis niloticus];43.986;291;130;2;1;291;1;258;5.55e-74;"240
";TRIM34
XP_028359273.1;E3 ubiquitin-protein ligase TRIM38 [Phyllostomus discolor];33.333;489;282;11;8;486;9;463;9.51e-74;"246
";TRIM34
XP_004028596.1;E3 ubiquitin-protein ligase TRIM11 [Gorilla gorilla gorilla];34.476;496;277;11;2;488;3;459;9.71e-74;"246
";TRIM34
XP_003927333.2;E3 ubiquitin-protein ligase TRIM38 isoform X1 [Saimiri boliviensis boliviensis];34.765;489;271;12;9;485;10;462;1.15e-73;"246
";TRIM34
XP_007606057.1;tripartite motif-containing protein 30A isoform X1 [Cricetulus griseus];38.304;342;192;5;162;488;15;352;1.32e-73;"242
";TRIM34
XP_004621831.1;PREDICTED: E3 ubiquitin-protein ligase TRIM38-like [Sorex araneus];32.530;498;282;14;1;487;1;455;1.42e-73;"251
";TRIM34
XP_004621831.1;PREDICTED: E3 ubiquitin-protein ligase TRIM38-like [Sorex araneus];34.444;180;111;1;71;250;455;627;5.31e-21;"103
";TRIM34
NP_660215.1;E3 ubiquitin-protein ligase TRIM11 [Homo sapiens];34.274;496;278;11;2;488;3;459;1.82e-73;"246
";TRIM34
XP_002746174.1;E3 ubiquitin-protein ligase TRIM38 isoform X1 [Callithrix jacchus];34.426;488;274;10;9;485;10;462;1.85e-73;"246
";TRIM34
XP_003275191.2;E3 ubiquitin-protein ligase TRIM11 [Nomascus leucogenys];34.274;496;278;11;2;488;3;459;1.88e-73;"246
";TRIM34
XP_003803163.1;E3 ubiquitin-protein ligase TRIM58 [Otolemur garnettii];33.121;471;277;9;9;472;10;449;2.01e-73;"246
";TRIM34
XP_006147045.1;E3 ubiquitin-protein ligase TRIM11 isoform X1 [Tupaia chinensis];34.476;496;277;11;2;488;3;459;2.01e-73;"245
";TRIM34
XP_025122309.1;tripartite motif-containing protein 6 isoform X4 [Bubalus bubalis];49.655;290;119;7;205;488;133;401;2.01e-73;"243
";TRIM34
XP_025122309.1;tripartite motif-containing protein 6 isoform X4 [Bubalus bubalis];62.428;173;65;0;1;173;1;173;3.32e-68;"230
";TRIM34
XP_040597023.1;tripartite motif-containing protein 12A isoform X3 [Mesocricetus auratus];48.606;251;128;1;1;251;1;250;2.03e-73;"240
";TRIM34
XP_035298211.1;tripartite motif-containing protein 12A isoform X4 [Cricetulus griseus];45.522;268;141;2;1;264;1;267;2.15e-73;"243
";TRIM34
XP_037374861.1;E3 ubiquitin-protein ligase TRIM38-like [Talpa occidentalis];34.216;491;273;11;9;486;10;463;2.49e-73;"245
";TRIM34
XP_011818215.1;PREDICTED: E3 ubiquitin-protein ligase TRIM38 [Colobus angolensis palliatus];35.484;496;254;15;9;480;111;564;2.49e-73;"248
";TRIM34
XP_035298210.1;tripartite motif-containing protein 12A isoform X3 [Cricetulus griseus];45.522;268;141;2;1;264;1;267;2.54e-73;"243
";TRIM34
XP_036181085.1;E3 ubiquitin-protein ligase TRIM21 isoform X2 [Myotis myotis];41.011;356;170;8;142;485;27;354;2.92e-73;"242
";TRIM34
XP_008588696.1;PREDICTED: tripartite motif-containing protein 6 [Galeopterus variegatus];53.878;245;101;3;249;487;163;401;2.95e-73;"243
";TRIM34
XP_008588696.1;PREDICTED: tripartite motif-containing protein 6 [Galeopterus variegatus];55.497;191;79;2;1;185;22;212;9.75e-57;"200
";TRIM34
XP_027263711.1;tripartite motif-containing protein 30A isoform X8 [Cricetulus griseus];46.332;259;138;1;1;259;1;258;2.99e-73;"239
";TRIM34
XP_040613131.1;tripartite motif-containing protein 30A-like isoform X2 [Mesocricetus auratus];49.801;251;125;1;1;251;1;250;3.17e-73;"238
";TRIM34
XP_035136501.1;E3 ubiquitin-protein ligase TRIM58 isoform X2 [Callithrix jacchus];33.742;489;256;12;9;486;10;441;3.35e-73;"245
";TRIM34
XP_004640187.1;E3 ubiquitin-protein ligase TRIM38-like [Octodon degus];33.537;492;287;9;1;485;1;459;3.75e-73;"244
";TRIM34
XP_015354281.1;PREDICTED: E3 ubiquitin-protein ligase TRIM11-like isoform X2 [Marmota marmota marmota];35.412;497;270;11;2;484;3;462;4.04e-73;"245
";TRIM34
XP_013359227.1;PREDICTED: E3 ubiquitin-protein ligase TRIM38-like isoform X2 [Chinchilla lanigera];33.669;496;280;10;2;485;3;461;4.21e-73;"244
";TRIM34
XP_040597022.1;tripartite motif-containing protein 12A isoform X2 [Mesocricetus auratus];48.800;250;127;1;1;250;1;249;4.54e-73;"240
";TRIM34
XP_012328141.1;E3 ubiquitin-protein ligase TRIM11 [Aotus nancymaae];34.274;496;278;11;2;488;3;459;4.78e-73;"244
";TRIM34
XP_019487974.1;PREDICTED: E3 ubiquitin-protein ligase TRIM11 isoform X1 [Hipposideros armiger];34.669;499;272;12;2;488;3;459;4.99e-73;"244
";TRIM34
XP_014682184.1;E3 ubiquitin-protein ligase TRIM11 [Equus asinus];34.879;496;275;12;2;488;3;459;5.09e-73;"244
";TRIM34
XP_011821086.1;PREDICTED: E3 ubiquitin-protein ligase TRIM11 [Mandrillus leucophaeus];34.930;501;275;11;2;488;3;466;5.44e-73;"244
";TRIM34
XP_027263710.1;tripartite motif-containing protein 30A isoform X7 [Cricetulus griseus];46.484;256;136;1;1;256;1;255;5.48e-73;"238
";TRIM34
XP_016045695.1;PREDICTED: tripartite motif-containing protein 6-like [Erinaceus europaeus];53.975;239;99;5;255;488;22;254;5.66e-73;"237
";TRIM34
XP_045008893.1;E3 ubiquitin-protein ligase TRIM11 isoform X2 [Jaculus jaculus];34.756;492;273;13;2;484;3;455;6.23e-73;"244
";TRIM34
XP_037376937.1;E3 ubiquitin-protein ligase TRIM38-like [Talpa occidentalis];33.740;492;246;14;9;486;10;435;6.33e-73;"243
";TRIM34
XP_003421257.1;LOW QUALITY PROTEIN: E3 ubiquitin-protein ligase TRIM11-like [Loxodonta africana];34.146;492;276;11;2;484;3;455;6.54e-73;"244
";TRIM34
XP_046321741.1;E3 ubiquitin-protein ligase TRIM11 [Marmota monax];34.553;492;274;11;2;484;3;455;6.57e-73;"244
";TRIM34
XP_042525453.1;E3 ubiquitin-protein ligase TRIM11 [Dipodomys spectabilis];34.623;491;275;9;2;484;3;455;6.64e-73;"244
";TRIM34
XP_023594812.1;E3 ubiquitin-protein ligase TRIM11 [Trichechus manatus latirostris];34.146;492;276;11;2;484;3;455;6.68e-73;"244
";TRIM34
XP_045008892.1;E3 ubiquitin-protein ligase TRIM11 isoform X1 [Jaculus jaculus];34.756;492;273;13;2;484;3;455;8.20e-73;"244
";TRIM34
XP_007952998.1;E3 ubiquitin-protein ligase TRIM11 [Orycteropus afer afer];34.350;492;275;11;2;484;3;455;8.62e-73;"244
";TRIM34
XP_007456565.1;PREDICTED: E3 ubiquitin-protein ligase TRIM11 [Lipotes vexillifer];34.870;499;271;12;2;488;3;459;9.43e-73;"244
";TRIM34
XP_019488736.1;PREDICTED: E3 ubiquitin-protein ligase TRIM38-like isoform X4 [Hipposideros armiger];35.113;487;271;12;9;486;10;460;9.62e-73;"244
";TRIM34
XP_021010904.1;tripartite motif-containing protein 30A-like [Mus caroli];40.000;350;193;7;153;488;2;348;1.09e-72;"240
";TRIM34
XP_017194973.1;PREDICTED: E3 ubiquitin-protein ligase TRIM58 isoform X1 [Oryctolagus cuniculus];35.569;492;264;15;1;472;1;459;1.35e-72;"244
";TRIM34
XP_012791210.1;PREDICTED: uncharacterized protein LOC101538772 [Sorex araneus];33.669;496;271;12;9;487;969;1423;1.36e-72;"257
";TRIM34
XP_012791210.1;PREDICTED: uncharacterized protein LOC101538772 [Sorex araneus];33.333;480;278;10;1;472;1;446;1.26e-66;"240
";TRIM34
XP_012791210.1;PREDICTED: uncharacterized protein LOC101538772 [Sorex araneus];27.767;515;255;12;9;481;474;913;3.13e-47;"183
";TRIM34
XP_012791210.1;PREDICTED: uncharacterized protein LOC101538772 [Sorex araneus];35.740;277;165;3;9;283;1435;1700;3.44e-45;"177
";TRIM34
XP_027263708.1;tripartite motif-containing protein 12A isoform X5 [Cricetulus griseus];46.484;256;136;1;1;256;1;255;1.44e-72;"240
";TRIM34
XP_038302454.1;LOW QUALITY PROTEIN: E3 ubiquitin-protein ligase TRIM38 isoform X1 [Canis lupus familiaris];32.932;498;284;9;2;486;3;463;1.53e-72;"243
";TRIM34
NP_001355683.1;tripartite motif-containing protein 12A isoform 3 [Mus musculus];47.200;250;131;1;1;250;1;249;1.63e-72;"237
";TRIM34
XP_034509144.1;E3 ubiquitin-protein ligase TRIM58 isoform X2 [Ailuropoda melanoleuca];35.165;455;256;10;9;455;10;433;1.75e-72;"242
";TRIM34
XP_005342612.1;E3 ubiquitin-protein ligase TRIM11 [Ictidomys tridecemlineatus];34.553;492;274;11;2;484;3;455;2.00e-72;"243
";TRIM34
XP_032951671.1;E3 ubiquitin-protein ligase TRIM11 isoform X6 [Rhinolophus ferrumequinum];34.870;499;271;12;2;488;3;459;2.07e-72;"243
";TRIM34
XP_012313973.1;E3 ubiquitin-protein ligase TRIM38 isoform X1 [Aotus nancymaae];34.156;486;278;10;9;485;10;462;2.22e-72;"243
";TRIM34
XP_036044556.1;E3 ubiquitin-protein ligase TRIM38-like isoform X1 [Onychomys torridus];33.898;472;266;11;14;472;15;453;2.25e-72;"243
";TRIM34
XP_013359226.1;PREDICTED: E3 ubiquitin-protein ligase TRIM38-like isoform X1 [Chinchilla lanigera];33.669;496;280;11;2;485;3;461;2.30e-72;"245
";TRIM34
XP_020939039.1;E3 ubiquitin-protein ligase TRIM11 [Sus scrofa];34.747;495;269;12;2;484;3;455;2.45e-72;"243
";TRIM34
XP_023420499.1;E3 ubiquitin-protein ligase TRIM38 isoform X1 [Cavia porcellus];34.077;493;285;11;1;485;1;461;2.45e-72;"244
";TRIM34
XP_040829496.1;E3 ubiquitin-protein ligase TRIM11 [Ochotona curzoniae];34.677;496;276;11;2;488;3;459;2.55e-72;"243
";TRIM34
XP_006062083.1;E3 ubiquitin-protein ligase TRIM21 isoform X2 [Bubalus bubalis];41.176;357;170;8;141;485;68;396;2.94e-72;"240
";TRIM34
XP_014397487.1;PREDICTED: tripartite motif-containing protein 5 [Myotis brandtii];50.000;248;114;3;250;488;140;386;3.03e-72;"240
";TRIM34
XP_014397487.1;PREDICTED: tripartite motif-containing protein 5 [Myotis brandtii];65.789;152;50;2;1;152;1;150;3.55e-61;"211
";TRIM34
XP_037374883.1;E3 ubiquitin-protein ligase TRIM38-like isoform X1 [Talpa occidentalis];31.992;497;289;10;3;487;4;463;3.04e-72;"242
";TRIM34
XP_019488733.1;PREDICTED: E3 ubiquitin-protein ligase TRIM38-like isoform X1 [Hipposideros armiger];35.113;487;271;12;9;486;85;535;3.21e-72;"244
";TRIM34
XP_044117561.1;E3 ubiquitin-protein ligase TRIM11 [Neogale vison];34.068;499;275;12;2;488;3;459;3.23e-72;"243
";TRIM34
XP_012791211.1;PREDICTED: E3 ubiquitin-protein ligase TRIM38-like [Sorex araneus];33.200;500;282;13;1;487;227;687;3.33e-72;"248
";TRIM34
XP_012791211.1;PREDICTED: E3 ubiquitin-protein ligase TRIM38-like [Sorex araneus];32.667;300;155;7;1;298;1;255;7.36e-34;"142
";TRIM34
XP_020031288.1;E3 ubiquitin-protein ligase TRIM11 isoform X2 [Castor canadensis];34.211;494;277;11;2;486;3;457;3.39e-72;"242
";TRIM34
XP_008984047.2;E3 ubiquitin-protein ligase TRIM11 isoform X1 [Callithrix jacchus];34.073;496;279;11;2;488;3;459;3.67e-72;"242
";TRIM34
NP_149023.2;tripartite motif-containing protein 5 isoform alpha [Homo sapiens];100.000;493;0;0;1;493;1;493;0.0;"1028
";TRIM5
NP_001012668.1;tripartite motif-containing protein 5 [Pan troglodytes];97.769;493;11;0;1;493;1;493;0.0;"1006
";TRIM5
XP_018891206.1;tripartite motif-containing protein 5 isoform X1 [Gorilla gorilla gorilla];96.957;493;15;0;1;493;1;493;0.0;"998
";TRIM5
NP_001266478.1;tripartite motif-containing protein 5 [Gorilla gorilla];96.755;493;16;0;1;493;1;493;0.0;"996
";TRIM5
XP_024110124.1;tripartite motif-containing protein 5 isoform X1 [Pongo abelii];93.712;493;31;0;1;493;1;493;0.0;"971
";TRIM5
NP_001124542.1;tripartite motif-containing protein 5 [Pongo abelii];93.306;493;33;0;1;493;1;493;0.0;"967
";TRIM5
XP_030684467.1;tripartite motif-containing protein 5 isoform X1 [Nomascus leucogenys];89.879;494;49;1;1;493;1;494;0.0;"919
";TRIM5
XP_032022686.1;tripartite motif-containing protein 5 isoform X1 [Hylobates moloch];90.283;494;46;2;1;493;1;493;0.0;"919
";TRIM5
NP_001267042.1;tripartite motif-containing protein 5 [Nomascus leucogenys];89.676;494;50;1;1;493;1;494;0.0;"918
";TRIM5
XP_010362850.2;tripartite motif-containing protein 5 [Rhinopithecus roxellana];88.889;495;53;2;1;493;1;495;0.0;"915
";TRIM5
XP_011818983.1;PREDICTED: tripartite motif-containing protein 5 isoform X1 [Colobus angolensis palliatus];88.283;495;56;2;1;493;1;495;0.0;"913
";TRIM5
XP_033063857.1;tripartite motif-containing protein 5 isoform X1 [Trachypithecus francoisi];88.283;495;56;2;1;493;1;495;0.0;"908
";TRIM5
XP_023065393.1;tripartite motif-containing protein 5 [Piliocolobus tephrosceles];88.081;495;57;2;1;493;1;495;0.0;"905
";TRIM5
NP_001292893.1;tripartite motif-containing protein 5 [Cercocebus atys];87.324;497;59;3;1;493;1;497;0.0;"899
";TRIM5
NP_001106102.1;tripartite motif-containing protein 5 [Papio anubis];87.324;497;59;3;1;493;1;497;0.0;"897
";TRIM5
XP_009185022.2;tripartite motif-containing protein 5 isoform X1 [Papio anubis];87.324;497;59;3;1;493;1;497;0.0;"897
";TRIM5
XP_017742798.1;PREDICTED: LOW QUALITY PROTEIN: tripartite motif-containing protein 5 [Rhinopithecus bieti];87.071;495;62;2;1;493;1;495;0.0;"894
";TRIM5
XP_045227335.1;tripartite motif-containing protein 5 isoform X1 [Macaca fascicularis];86.869;495;63;2;1;493;1;495;0.0;"894
";TRIM5
NP_001028082.1;tripartite motif-containing protein 5 [Macaca mulatta];86.720;497;62;3;1;493;1;497;0.0;"892
";TRIM5
XP_025211415.1;tripartite motif-containing protein 5 isoform X1 [Theropithecus gelada];86.922;497;61;3;1;493;1;497;0.0;"892
";TRIM5
XP_011827364.1;PREDICTED: tripartite motif-containing protein 5 [Mandrillus leucophaeus];86.922;497;61;3;1;493;1;497;0.0;"892
";TRIM5
XP_008018068.2;tripartite motif-containing protein 5 [Chlorocebus sabaeus];83.301;515;64;3;1;493;1;515;0.0;"880
";TRIM5
XP_024644510.1;tripartite motif-containing protein 5 isoform X1 [Macaca nemestrina];84.848;495;64;3;1;493;1;486;0.0;"864
";TRIM5
XP_033063860.1;tripartite motif-containing protein 5 isoform X2 [Trachypithecus francoisi];82.222;495;54;3;1;493;1;463;0.0;"833
";TRIM5
XP_009005820.1;tripartite motif-containing protein 5 [Callithrix jacchus];69.781;503;133;3;1;493;1;494;0.0;"715
";TRIM5
XP_032096427.1;tripartite motif-containing protein 5 isoform X1 [Sapajus apella];68.986;503;137;4;1;493;1;494;0.0;"699
";TRIM5
XP_017362760.1;tripartite motif-containing protein 5 isoform X1 [Cebus imitator];67.992;503;142;4;1;493;1;494;0.0;"690
";TRIM5
XP_010332527.1;tripartite motif-containing protein 5 [Saimiri boliviensis boliviensis];66.998;503;147;4;1;493;1;494;0.0;"678
";TRIM5
XP_016873951.1;tripartite motif-containing protein 5 isoform X5 [Homo sapiens];99.667;300;1;0;1;300;1;300;0.0;"612
";TRIM5
XP_039703822.1;tripartite motif-containing protein 34-like [Pteropus giganteus];61.188;505;169;8;1;492;1;491;0.0;"612
";TRIM5
NP_149084.2;tripartite motif-containing protein 5 isoform delta [Homo sapiens];95.238;315;15;0;1;315;1;315;0.0;"612
";TRIM5
XP_014637878.1;PREDICTED: tripartite motif-containing protein 5-like [Ceratotherium simum simum];62.722;507;165;10;1;493;1;497;0.0;"610
";TRIM5
NP_149083.2;tripartite motif-containing protein 5 isoform gamma [Homo sapiens];100.000;298;0;0;1;298;1;298;0.0;"609
";TRIM5
XP_023614533.1;tripartite motif-containing protein 5 [Myotis lucifugus];60.118;509;168;7;1;493;1;490;0.0;"603
";TRIM5
XP_004418371.1;PREDICTED: tripartite motif-containing protein 5-like [Ceratotherium simum simum];60.870;506;176;8;1;493;1;497;0.0;"601
";TRIM5
XP_016775384.1;tripartite motif-containing protein 5 isoform X3 [Pan troglodytes];98.000;300;6;0;1;300;1;300;0.0;"601
";TRIM5
XP_008970686.1;tripartite motif-containing protein 5 isoform X2 [Pan paniscus];93.651;315;20;0;1;315;1;315;0.0;"600
";TRIM5
XP_045413292.1;tripartite motif-containing protein 5 [Lemur catta];58.979;529;168;8;1;489;1;520;0.0;"599
";TRIM5
