AccVers;Species;ProtAnnotation;GeneAnnotation;GeneId;Location;ProtDef;GeneDef;TreeStatus;TreeAnnotation;RNAId;aBSRELStatus
XP_040613152.1;Mesocricetus auratus;TRIM30;TRIM30;106022651;NW_024429182.1;tripartite motif-containing protein 30A [Mesocricetus auratus];LOC106022651 tripartite motif-containing protein 30A;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_040613126.1;Mesocricetus auratus;TRIM30;TRIM30;121144029;NW_024429182.1;tripartite motif-containing protein 30A-like isoform X1 [Mesocricetus auratus];LOC121144029 tripartite motif-containing protein 30A-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_040597019.1;Mesocricetus auratus;TRIM30;TRIM30;101826240;NW_024432609.1;tripartite motif-containing protein 30A isoform X1 [Mesocricetus auratus];LOC101826240 tripartite motif-containing protein 30A;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_040613109.1;Mesocricetus auratus;TRIM30;TRIM30;101823352;NW_024429182.1;tripartite motif-containing protein 30A-like isoform X1 [Mesocricetus auratus];LOC101823352 tripartite motif-containing protein 30A-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_040613131.1;Mesocricetus auratus;TRIM30;TRIM30;121144029;NW_024429182.1;tripartite motif-containing protein 30A-like isoform X2 [Mesocricetus auratus];LOC121144029 tripartite motif-containing protein 30A-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_005087334.1;Mesocricetus auratus;TRIM30;TRIM30;101822541;NW_024429182.1;tripartite motif-containing protein 30A [Mesocricetus auratus];LOC101822541 tripartite motif-containing protein 30A;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_040613255.1;Mesocricetus auratus;TRIM34;TRIM34;101823628;NW_024429182.1;tripartite motif-containing protein 34A-like [Mesocricetus auratus];LOC101823628 tripartite motif-containing protein 34A-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_021079370.2;Mesocricetus auratus;TRIM6;TRIM6;101827300;NW_024429182.1;tripartite motif-containing protein 6 [Mesocricetus auratus];TRIM6 tripartite motif containing 6;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_020142182.1;Microcebus murinus;TRIM34;TRIM34;105883479;NC_033664.1;LOW QUALITY PROTEIN: tripartite motif-containing protein 34-like [Microcebus murinus];LOC105883479 tripartite motif-containing protein 34-like;INCLUDED;TRIM34;XM_020286593.1;INCLUDED
XP_012642047.1;Microcebus murinus;TRIM5;TRIM5;105883476;NC_033664.1;tripartite motif-containing protein 5-like isoform X2 [Microcebus murinus];LOC105883476 tripartite motif-containing protein 5-like;REMOVED|Other transcript was selected;TRIM5;;REMOVED|Other transcript was selected
XP_012642046.1;Microcebus murinus;TRIM5;TRIM5;105883476;NC_033664.1;tripartite motif-containing protein 5-like isoform X1 [Microcebus murinus];LOC105883476 tripartite motif-containing protein 5-like;REMOVED|Other transcript was selected;TRIM5;;REMOVED|Other transcript was selected
NP_001296872.1;Microcebus murinus;TRIM5;TRIM5;105883476;NC_033664.1;tripartite motif-containing protein 5-like [Microcebus murinus];LOC105883476 tripartite motif-containing protein 5-like;INCLUDED;TRIM5;NM_001309943.1;INCLUDED
XP_012642053.1;Microcebus murinus;TRIM6;TRIM6;105883480;NC_033664.1;tripartite motif-containing protein 6 [Microcebus murinus];TRIM6 tripartite motif containing 6;INCLUDED;TRIM6;XM_012786599.1;INCLUDED
XP_026633376.1;Microtus ochrogaster;TRIM30;TRIM30;102000031;NW_004949171.1;tripartite motif-containing protein 30A-like [Microtus ochrogaster];LOC102000031 tripartite motif-containing protein 30A-like;INCLUDED;TRIM5;XM_026777575.1;INCLUDED
XP_005370233.1;Microtus ochrogaster;TRIM30;TRIM30;102000592;NW_004949171.1;tripartite motif-containing protein 30A-like [Microtus ochrogaster];LOC102000592 tripartite motif-containing protein 30A-like;INCLUDED;TRIM5;XM_005370176.1;INCLUDED
XP_005370235.1;Microtus ochrogaster;TRIM30;TRIM30;102000872;NW_004949171.1;tripartite motif-containing protein 30A-like [Microtus ochrogaster];LOC102000872 tripartite motif-containing protein 30A-like;INCLUDED;TRIM5;XM_005370178.2;INCLUDED
XP_005370230.1;Microtus ochrogaster;TRIM30;TRIM30;101999497;NW_004949171.1;tripartite motif-containing protein 30A-like [Microtus ochrogaster];LOC101999497 tripartite motif-containing protein 30A-like;INCLUDED;TRIM5;XM_005370173.3;INCLUDED
XP_026633378.1;Microtus ochrogaster;TRIM30;TRIM30;102000314;NW_004949171.1;tripartite motif-containing protein 30A-like isoform X2 [Microtus ochrogaster];LOC102000314 tripartite motif-containing protein 30A-like;REMOVED|Other transcript was selected;TRIM5;;REMOVED|Other transcript was selected
XP_013210282.1;Microtus ochrogaster;TRIM30;TRIM30;102000314;NW_004949171.1;tripartite motif-containing protein 30A-like isoform X1 [Microtus ochrogaster];LOC102000314 tripartite motif-containing protein 30A-like;INCLUDED;TRIM5;XM_013354828.2;INCLUDED
XP_005370222.1;Microtus ochrogaster;TRIM30;TRIM30;101997233;NW_004949171.1;tripartite motif-containing protein 30A-like [Microtus ochrogaster];LOC101997233 tripartite motif-containing protein 30A-like;INCLUDED;TRIM5;XM_005370165.1;INCLUDED
XP_026633363.1;Microtus ochrogaster;TRIM34;TRIM34;101999235;NW_004949171.1;tripartite motif-containing protein 34A [Microtus ochrogaster];LOC101999235 tripartite motif-containing protein 34A;INCLUDED;TRIM34;XM_026777562.1;INCLUDED
XP_026633365.1;Microtus ochrogaster;TRIM6;TRIM6;113455647;NW_004949171.1;tripartite motif-containing protein 6 [Microtus ochrogaster];TRIM6 tripartite motif containing 6;INCLUDED;TRIM6;XM_026777564.1;INCLUDED
XP_041522616.1;Microtus oregoni;TRIM30;TRIM30;121457735;NW_024543075.1;tripartite motif-containing protein 30A-like isoform X2 [Microtus oregoni];LOC121457735 tripartite motif-containing protein 30A-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_041522615.1;Microtus oregoni;TRIM30;TRIM30;121457735;NW_024543075.1;tripartite motif-containing protein 30A-like isoform X1 [Microtus oregoni];LOC121457735 tripartite motif-containing protein 30A-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_041521872.1;Microtus oregoni;TRIM30;TRIM30;121457301;NW_024543075.1;tripartite motif-containing protein 30A-like [Microtus oregoni];LOC121457301 tripartite motif-containing protein 30A-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_041522760.1;Microtus oregoni;TRIM30;TRIM30;121457812;NW_024543075.1;tripartite motif-containing protein 30A-like [Microtus oregoni];LOC121457812 tripartite motif-containing protein 30A-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_041523199.1;Microtus oregoni;TRIM30;TRIM30;121458131;NW_024543075.1;tripartite motif-containing protein 30A-like isoform X1 [Microtus oregoni];LOC121458131 tripartite motif-containing protein 30A-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_041523185.1;Microtus oregoni;TRIM30;TRIM30;121458122;NW_024543075.1;tripartite motif-containing protein 30A-like [Microtus oregoni];LOC121458122 tripartite motif-containing protein 30A-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_041522887.1;Microtus oregoni;TRIM30;TRIM30;121457890;NW_024543075.1;tripartite motif-containing protein 30A-like [Microtus oregoni];LOC121457890 tripartite motif-containing protein 30A-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_041523088.1;Microtus oregoni;TRIM34;TRIM34;121458036;NW_024543075.1;LOW QUALITY PROTEIN: tripartite motif-containing protein 34A-like [Microtus oregoni];LOC121458036 tripartite motif-containing protein 34A-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_016070466.1;Miniopterus natalensis;TRIM22;TRIM22;107538666;NW_015504598.1;PREDICTED: E3 ubiquitin-protein ligase TRIM22-like isoform X1 [Miniopterus natalensis];LOC107538666 E3 ubiquitin-protein ligase TRIM22-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_016070468.1;Miniopterus natalensis;TRIM22;TRIM22;107538666;NW_015504598.1;PREDICTED: E3 ubiquitin-protein ligase TRIM22-like isoform X2 [Miniopterus natalensis];LOC107538666 E3 ubiquitin-protein ligase TRIM22-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_016070520.1;Miniopterus natalensis;TRIM34;TRIM34;107538709;NW_015504598.1;PREDICTED: tripartite motif-containing protein 34-like [Miniopterus natalensis];LOC107538709 tripartite motif-containing protein 34-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_016070465.1;Miniopterus natalensis;TRIM5;TRIM5;107538665;NW_015504598.1;PREDICTED: tripartite motif-containing protein 5-like [Miniopterus natalensis];LOC107538665 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_016072769.1;Miniopterus natalensis;TRIM5;TRIM5;107540508;NW_015504667.1;PREDICTED: tripartite motif-containing protein 5-like isoform X2 [Miniopterus natalensis];LOC107540508 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_016072768.1;Miniopterus natalensis;TRIM5;TRIM5;107540508;NW_015504667.1;PREDICTED: tripartite motif-containing protein 5-like isoform X1 [Miniopterus natalensis];LOC107540508 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_016070412.1;Miniopterus natalensis;TRIM5;TRIM5;107538608;NW_015504598.1;PREDICTED: tripartite motif-containing protein 5-like [Miniopterus natalensis];LOC107538608 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_016070517.1;Miniopterus natalensis;TRIM6;TRIM6;107538708;NW_015504598.1;PREDICTED: tripartite motif-containing protein 6 isoform X1 [Miniopterus natalensis];TRIM6 tripartite motif containing 6;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_016070519.1;Miniopterus natalensis;TRIM6;TRIM6;107538708;NW_015504598.1;PREDICTED: tripartite motif-containing protein 6 isoform X2 [Miniopterus natalensis];TRIM6 tripartite motif containing 6;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_045750229.1;Mirounga angustirostris;TRIM34;TRIM34;123857439;NW_025578518.1;tripartite motif-containing protein 34 isoform X1 [Mirounga angustirostris];TRIM34 tripartite motif containing 34;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_045750224.1;Mirounga angustirostris;TRIM34;TRIM34;123857437;NW_025578518.1;tripartite motif-containing protein 34-like isoform X3 [Mirounga angustirostris];LOC123857437 tripartite motif-containing protein 34-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_045750221.1;Mirounga angustirostris;TRIM34;TRIM34;123857437;NW_025578518.1;tripartite motif-containing protein 34-like isoform X1 [Mirounga angustirostris];LOC123857437 tripartite motif-containing protein 34-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_045750223.1;Mirounga angustirostris;TRIM34;TRIM34;123857437;NW_025578518.1;tripartite motif-containing protein 34-like isoform X2 [Mirounga angustirostris];LOC123857437 tripartite motif-containing protein 34-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_045750228.1;Mirounga angustirostris;TRIM6;TRIM6;123857438;NW_025578518.1;tripartite motif-containing protein 6 isoform X2 [Mirounga angustirostris];TRIM6 tripartite motif containing 6;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_045750227.1;Mirounga angustirostris;TRIM6;TRIM6;123857438;NW_025578518.1;tripartite motif-containing protein 6 isoform X1 [Mirounga angustirostris];TRIM6 tripartite motif containing 6;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_034851142.1;Mirounga leonina;TRIM22;TRIM22;118004093;NW_023270852.1;E3 ubiquitin-protein ligase TRIM22 isoform X3 [Mirounga leonina];TRIM22 tripartite motif containing 22;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_034851141.1;Mirounga leonina;TRIM22;TRIM22;118004093;NW_023270852.1;E3 ubiquitin-protein ligase TRIM22 isoform X2 [Mirounga leonina];TRIM22 tripartite motif containing 22;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_034851140.1;Mirounga leonina;TRIM22;TRIM22;118004093;NW_023270852.1;E3 ubiquitin-protein ligase TRIM22 isoform X1 [Mirounga leonina];TRIM22 tripartite motif containing 22;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_034851153.1;Mirounga leonina;TRIM34;TRIM34;118004095;NW_023270852.1;tripartite motif-containing protein 34-like isoform X2 [Mirounga leonina];LOC118004095 tripartite motif-containing protein 34-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_034851147.1;Mirounga leonina;TRIM34;TRIM34;118004095;NW_023270852.1;tripartite motif-containing protein 34-like isoform X1 [Mirounga leonina];LOC118004095 tripartite motif-containing protein 34-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_034851154.1;Mirounga leonina;TRIM34;TRIM34;118004097;NW_023270852.1;tripartite motif-containing protein 34-like isoform X1 [Mirounga leonina];LOC118004097 tripartite motif-containing protein 34-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_034851158.1;Mirounga leonina;TRIM34;TRIM34;118004097;NW_023270852.1;tripartite motif-containing protein 34-like isoform X3 [Mirounga leonina];LOC118004097 tripartite motif-containing protein 34-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_034851157.1;Mirounga leonina;TRIM34;TRIM34;118004097;NW_023270852.1;tripartite motif-containing protein 34-like isoform X2 [Mirounga leonina];LOC118004097 tripartite motif-containing protein 34-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_034851143.1;Mirounga leonina;TRIM6;TRIM6;118004094;NW_023270852.1;tripartite motif-containing protein 6 isoform X1 [Mirounga leonina];TRIM6 tripartite motif containing 6;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_034851145.1;Mirounga leonina;TRIM6;TRIM6;118004094;NW_023270852.1;tripartite motif-containing protein 6 isoform X2 [Mirounga leonina];TRIM6 tripartite motif containing 6;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_034851146.1;Mirounga leonina;TRIM6;TRIM6;118004094;NW_023270852.1;tripartite motif-containing protein 6 isoform X3 [Mirounga leonina];TRIM6 tripartite motif containing 6;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_036115126.1;Molossus molossus;TRIM22;TRIM22;118628344;NW_023425348.1;E3 ubiquitin-protein ligase TRIM22-like [Molossus molossus];LOC118628344 E3 ubiquitin-protein ligase TRIM22-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_036114173.1;Molossus molossus;TRIM34;TRIM34;118627833;NW_023425348.1;tripartite motif-containing protein 34-like [Molossus molossus];LOC118627833 tripartite motif-containing protein 34-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_036115121.1;Molossus molossus;TRIM5;TRIM5;118628341;NW_023425348.1;tripartite motif-containing protein 5-like isoform X3 [Molossus molossus];LOC118628341 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_036115129.1;Molossus molossus;TRIM5;TRIM5;118628345;NW_023425348.1;tripartite motif-containing protein 5-like isoform X2 [Molossus molossus];LOC118628345 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_036109537.1;Molossus molossus;TRIM5;TRIM5;118625157;NW_023425346.1;tripartite motif-containing protein 5-like [Molossus molossus];LOC118625157 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_036113723.1;Molossus molossus;TRIM5;TRIM5;118627563;NW_023425348.1;tripartite motif-containing protein 5-like [Molossus molossus];LOC118627563 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_036115130.1;Molossus molossus;TRIM5;TRIM5;118628345;NW_023425348.1;tripartite motif-containing protein 5-like isoform X3 [Molossus molossus];LOC118628345 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_036115127.1;Molossus molossus;TRIM5;TRIM5;118628345;NW_023425348.1;tripartite motif-containing protein 5-like isoform X1 [Molossus molossus];LOC118628345 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_036115120.1;Molossus molossus;TRIM5;TRIM5;118628341;NW_023425348.1;tripartite motif-containing protein 5-like isoform X2 [Molossus molossus];LOC118628341 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_036115122.1;Molossus molossus;TRIM5;TRIM5;118628341;NW_023425348.1;tripartite motif-containing protein 5-like isoform X4 [Molossus molossus];LOC118628341 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_036115124.1;Molossus molossus;TRIM5;TRIM5;118628341;NW_023425348.1;tripartite motif-containing protein 5-like isoform X5 [Molossus molossus];LOC118628341 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_036115119.1;Molossus molossus;TRIM5;TRIM5;118628341;NW_023425348.1;tripartite motif-containing protein 5-like isoform X1 [Molossus molossus];LOC118628341 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_036115125.1;Molossus molossus;TRIM5;TRIM5;118628343;NW_023425348.1;LOW QUALITY PROTEIN: tripartite motif-containing protein 5-like [Molossus molossus];LOC118628343 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_036115454.1;Molossus molossus;TRIM6;TRIM6;118628586;NW_023425348.1;tripartite motif-containing protein 6-like [Molossus molossus];LOC118628586 tripartite motif-containing protein 6-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_029065317.1;Monodon monoceros;TRIM6;TRIM6;114887680;NW_021703784.1;tripartite motif-containing protein 6 [Monodon monoceros];TRIM6 tripartite motif containing 6;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_021010944.1;Mus caroli;TRIM30;TRIM30;110289082;NW_018391275.1;tripartite motif-containing protein 30A [Mus caroli];LOC110289082 tripartite motif-containing protein 30A;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_021010904.1;Mus caroli;TRIM30;TRIM30;110289038;NW_018391146.1;tripartite motif-containing protein 30A-like [Mus caroli];LOC110289038 tripartite motif-containing protein 30A-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_029335436.1;Mus caroli;TRIM30;TRIM30;110298013;NC_034576.1;tripartite motif-containing protein 30A-like [Mus caroli];LOC110298013 tripartite motif-containing protein 30A-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_029335508.1;Mus caroli;TRIM34;TRIM34;110298224;NC_034576.1;LOW QUALITY PROTEIN: tripartite motif-containing protein 34A [Mus caroli];LOC110298224 tripartite motif-containing protein 34A;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_029335507.1;Mus caroli;TRIM6;TRIM6;115031524;NC_034576.1;tripartite motif-containing protein 6 [Mus caroli];TRIM6 tripartite motif containing 6;REMOVED|Excluded species;;;REMOVED|Excluded species
NP_001355683.1;Mus musculus;TRIM12;TRIM12;76681;NC_000073.7;tripartite motif-containing protein 12A isoform 3 [Mus musculus];TRIM12A tripartite motif-containing 12A;REMOVED|Other transcript was selected;TRIM5;;REMOVED|Other transcript was selected
XP_036009055.1;Mus musculus;TRIM12;TRIM12;319236;NC_000073.7;tripartite motif-containing 12C isoform X1 [Mus musculus];TRIM12C tripartite motif-containing 12C;REMOVED|Other transcript was selected;TRIM5;;REMOVED|Other transcript was selected
NP_001355682.1;Mus musculus;TRIM12;TRIM12;76681;NC_000073.7;tripartite motif-containing protein 12A isoform 1 [Mus musculus];TRIM12A tripartite motif-containing 12A;INCLUDED;TRIM5;NM_001368753.1;INCLUDED
NP_076324.2;Mus musculus;TRIM12;TRIM12;76681;NC_000073.7;tripartite motif-containing protein 12A isoform 2 [Mus musculus];TRIM12A tripartite motif-containing 12A;REMOVED|Other transcript was selected;TRIM5;;REMOVED|Other transcript was selected
XP_017167864.1;Mus musculus;TRIM12;TRIM12;76681;NC_000073.7;tripartite motif-containing protein 12A isoform X2 [Mus musculus];TRIM12A tripartite motif-containing 12A;REMOVED|Other transcript was selected;TRIM5;;REMOVED|Other transcript was selected
NP_001139479.1;Mus musculus;TRIM12;TRIM12;319236;NC_000073.7;tripartite motif-containing 12C [Mus musculus];TRIM12C tripartite motif-containing 12C;INCLUDED;TRIM5;NM_001146007.1;INCLUDED
NP_001344396.1;Mus musculus;TRIM30;TRIM30;20128;NC_000073.7;tripartite motif-containing protein 30A [Mus musculus];TRIM30A tripartite motif-containing 30A;INCLUDED;TRIM5;NM_001357467.1;INCLUDED
NP_001365621.1;Mus musculus;TRIM30;TRIM30;434219;NC_000073.7;Tripartite motif-containing protein 30A-like [Mus musculus];TRIM30C tripartite motif-containing 30C;INCLUDED;TRIM5;NM_001378692.1;INCLUDED
XP_006508443.1;Mus musculus;TRIM30;GM38525;102640171;NC_000073.7;tripartite motif-containing protein 30A-like isoform X3 [Mus musculus];GM38525 predicted gene, 38525;REMOVED|Other transcript was selected;TRIM5;;REMOVED|Other transcript was selected
XP_036009560.1;Mus musculus;TRIM30;GM38525;102640171;NC_000073.7;tripartite motif-containing protein 30A-like isoform X1 [Mus musculus];GM38525 predicted gene, 38525;INCLUDED;TRIM5;XM_036153667.1;INCLUDED
XP_006508442.1;Mus musculus;TRIM30;GM38525;102640171;NC_000073.7;tripartite motif-containing protein 30A-like isoform X2 [Mus musculus];GM38525 predicted gene, 38525;REMOVED|Other transcript was selected;TRIM5;;REMOVED|Other transcript was selected
NP_001344608.1;Mus musculus;TRIM34;TRIM34;94094;NC_000073.7;tripartite motif-containing protein 34A [Mus musculus];TRIM34A tripartite motif-containing 34A;INCLUDED;TRIM34;NM_001357679.1;INCLUDED
NP_001230845.1;Mus musculus;TRIM34;TRIM34;434218;NC_000073.7;tripartite motif-containing 34B [Mus musculus];TRIM34B tripartite motif-containing 34B;INCLUDED;TRIM34;NM_001243916.1;INCLUDED
XP_036009110.1;Mus musculus;TRIM34;TRIM34;434218;NC_000073.7;tripartite motif-containing 34B isoform X1 [Mus musculus];TRIM34B tripartite motif-containing 34B;REMOVED|Other transcript was selected;TRIM34;;REMOVED|Other transcript was selected
XP_017167722.1;Mus musculus;TRIM5;TRIM5;667823;NC_000073.7;tripartite motif-containing 5 isoform X2 [Mus musculus];TRIM5 tripartite motif-containing 5;REMOVED|Other transcript was selected;TRIM5;;REMOVED|Other transcript was selected
NP_001297531.1;Mus musculus;TRIM5;TRIM5;667823;NC_000073.7;tripartite motif-containing 5 [Mus musculus];TRIM5 tripartite motif-containing 5;INCLUDED;TRIM5;NM_001310602.1;INCLUDED
XP_017167723.1;Mus musculus;TRIM5;TRIM5;667823;NC_000073.7;tripartite motif-containing 5 isoform X3 [Mus musculus];TRIM5 tripartite motif-containing 5;REMOVED|Other transcript was selected;TRIM5;;REMOVED|Other transcript was selected
NP_001013637.1;Mus musculus;TRIM6;TRIM6;94088;NC_000073.7;tripartite motif-containing protein 6 [Mus musculus];TRIM6 tripartite motif-containing 6;INCLUDED;TRIM6;NM_001013616.2;INCLUDED
XP_017167896.1;Mus musculus;TRIM6;TRIM6;94088;NC_000073.7;tripartite motif-containing protein 6 isoform X2 [Mus musculus];TRIM6 tripartite motif-containing 6;REMOVED|Other transcript was selected;TRIM6;;REMOVED|Other transcript was selected
XP_006507609.1;Mus musculus;TRIM79;TRIM30;209387;NC_000073.7;tripartite motif-containing 79 isoform X1 [Mus musculus];TRIM30D tripartite motif-containing 30D;REMOVED|Other transcript was selected;TRIM5;;REMOVED|Other transcript was selected
NP_954597.2;Mus musculus;TRIM79;TRIM30;209387;NC_000073.7;tripartite motif-containing 79 isoform 1 [Mus musculus];TRIM30D tripartite motif-containing 30D;INCLUDED;TRIM5;NM_199146.2;INCLUDED
XP_030099047.1;Mus musculus;UNCHAR;TRIM30;434219;NC_000073.7;uncharacterized protein LOC434219 isoform X1 [Mus musculus];TRIM30C tripartite motif-containing 30C;REMOVED|Other transcript was selected;TRIM5;;REMOVED|Other transcript was selected
XP_021074585.1;Mus pahari;TRIM30;TRIM30;110336390;NC_034590.1;tripartite motif-containing protein 30A-like [Mus pahari];LOC110336390 tripartite motif-containing protein 30A-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_021069713.1;Mus pahari;TRIM30;TRIM30;110332715;NC_034590.1;tripartite motif-containing protein 30A-like [Mus pahari];LOC110332715 tripartite motif-containing protein 30A-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_021052173.1;Mus pahari;TRIM34;TRIM34;110320469;NC_034590.1;tripartite motif-containing protein 34A [Mus pahari];LOC110320469 tripartite motif-containing protein 34A;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_021052137.1;Mus pahari;TRIM5;TRIM5;110320438;NC_034590.1;tripartite motif-containing protein 5 isoform X2 [Mus pahari];TRIM5 tripartite motif containing 5;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_021052144.1;Mus pahari;TRIM5;TRIM5;110320438;NC_034590.1;tripartite motif-containing protein 5 isoform X3 [Mus pahari];TRIM5 tripartite motif containing 5;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_021052129.1;Mus pahari;TRIM5;TRIM5;110320438;NC_034590.1;tripartite motif-containing protein 5 isoform X1 [Mus pahari];TRIM5 tripartite motif containing 5;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_029396746.1;Mus pahari;TRIM6;TRIM6;110320460;NC_034590.1;tripartite motif-containing protein 6 [Mus pahari];TRIM6 tripartite motif containing 6;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_032216272.1;Mustela erminea;TRIM22;TRIM22;116600250;NC_045622.1;E3 ubiquitin-protein ligase TRIM22 isoform X1 [Mustela erminea];TRIM22 tripartite motif containing 22;INCLUDED;TRIM22;XM_032360381.1;INCLUDED
XP_032216273.1;Mustela erminea;TRIM22;TRIM22;116600250;NC_045622.1;E3 ubiquitin-protein ligase TRIM22 isoform X2 [Mustela erminea];TRIM22 tripartite motif containing 22;REMOVED|Other transcript was selected;TRIM22;;REMOVED|Other transcript was selected
XP_032216278.1;Mustela erminea;TRIM34;TRIM34;116600251;NC_045622.1;tripartite motif-containing protein 34-like isoform X2 [Mustela erminea];LOC116600251 tripartite motif-containing protein 34-like;REMOVED|Other transcript was selected;TRIM34;;REMOVED|Other transcript was selected
XP_032216274.1;Mustela erminea;TRIM34;TRIM34;116600251;NC_045622.1;tripartite motif-containing protein 34-like isoform X1 [Mustela erminea];LOC116600251 tripartite motif-containing protein 34-like;INCLUDED;TRIM34;XM_032360383.1;INCLUDED
XP_032216279.1;Mustela erminea;TRIM34;TRIM34;116600251;NC_045622.1;tripartite motif-containing protein 34-like isoform X3 [Mustela erminea];LOC116600251 tripartite motif-containing protein 34-like;REMOVED|Other transcript was selected;TRIM34;;REMOVED|Other transcript was selected
XP_032216287.1;Mustela erminea;TRIM5;TRIM5;116600255;NC_045622.1;tripartite motif-containing protein 5-like isoform X3 [Mustela erminea];LOC116600255 tripartite motif-containing protein 5-like;REMOVED|Other transcript was selected;TRIM5;;REMOVED|Other transcript was selected
XP_032216283.1;Mustela erminea;TRIM5;TRIM5;116600255;NC_045622.1;tripartite motif-containing protein 5-like isoform X1 [Mustela erminea];LOC116600255 tripartite motif-containing protein 5-like;INCLUDED;TRIM5;XM_032360392.1;INCLUDED
XP_032216286.1;Mustela erminea;TRIM5;TRIM5;116600255;NC_045622.1;tripartite motif-containing protein 5-like isoform X2 [Mustela erminea];LOC116600255 tripartite motif-containing protein 5-like;REMOVED|Other transcript was selected;TRIM5;;REMOVED|Other transcript was selected
XP_032216280.1;Mustela erminea;TRIM6;TRIM6;116600253;NC_045622.1;LOW QUALITY PROTEIN: tripartite motif-containing protein 6 [Mustela erminea];TRIM6 tripartite motif containing 6;INCLUDED;TRIM6;XM_032360389.1;REMOVED|Poorly aligned
